mode,nodes,GW_Received_mean,GW_Forwarded_mean,GW_Dropped_mean,GW_Dropped_HMAC_mean,GW_Dropped_Stale_mean,GW_Dropped_Duplicate_mean,Cloud_TotalReceived_mean,Cloud_AvgDelay_s_mean,mean_EndToEndDelay_s_mean,GW_BatteryRemaining_mJ_mean,Sensor_EnergyRemaining_mJ_mean,GW_Received_std,GW_Forwarded_std,GW_Dropped_std,GW_Dropped_HMAC_std,GW_Dropped_Stale_std,GW_Dropped_Duplicate_std,Cloud_TotalReceived_std,Cloud_AvgDelay_s_std,mean_EndToEndDelay_s_std,GW_BatteryRemaining_mJ_std,Sensor_EnergyRemaining_mJ_std
Attack,5,49.666666666666664,46.333333333333336,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,46.333333333333336,0.0009999843503187332,0.0009999843503187332,4520.0,4814.666666666667,1.5275252316519474,1.5275252316519456,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.5773502691896258,1.5275252316519456,4.7204996833800007e-08,4.7204996833800007e-08,15.0,6.1101009266079105
Attack,20,194.33333333333334,191.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,191.0,0.0010000004618918334,0.0010000004618918,3073.3333333333335,4809.0,2.5166114784235796,2.6457513110645907,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.5773502691896258,2.6457513110645907,1.8289898801933562e-08,1.8289898743969387e-08,25.658007197234483,2.6457513110645907
Attack,50,476.3333333333333,473.3333333333333,3.0,3.0,2.0,3.0,473.3333333333333,0.0009999970085863,0.0009999970085862668,251.66666666666666,4810.666666666667,4.725815626252614,4.725815626252614,0.0,0.0,0.0,0.0,4.725815626252614,8.199291493007372e-09,8.199291450452293e-09,47.25815626252608,1.8903262505007834
NoSec,5,47.0,47.0,0.0,0.0,0.0,0.0,47.0,1.3013761612068067e-08,1.3013761612067991e-08,4765.0,4812.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.6554067396913662e-08,1.6554067396913778e-08,10.0,8.0
NoSec,20,190.0,190.0,0.0,0.0,0.0,0.0,190.0,-2.055973514722833e-08,-2.0559735147228102e-08,4050.0,4810.0,1.7320508075688772,1.7320508075688772,0.0,0.0,0.0,0.0,1.7320508075688772,6.379875137098038e-09,6.3798751370978525e-09,8.660254037844387,1.7320508075688772
NoSec,50,473.6666666666667,473.6666666666667,0.0,0.0,0.0,0.0,473.6666666666667,-2.8414604352374335e-08,-2.8414604352374163e-08,2631.6666666666665,4810.533333333334,5.131601439446878,5.131601439446878,0.0,0.0,0.0,0.0,5.131601439446878,1.506587972321135e-08,1.5065879723211572e-08,25.658007197234372,2.052640575778334
Secure,5,47.0,47.0,0.0,0.0,0.0,0.0,47.0,0.0010000130137616,0.0010000130137615667,4530.0,4812.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.655406738299718e-08,1.6554067389256822e-08,20.0,8.0
Secure,20,190.0,190.0,0.0,0.0,0.0,0.0,190.0,0.0009999794402648333,0.0009999794402648001,3100.0,4810.0,1.7320508075688772,1.7320508075688772,0.0,0.0,0.0,0.0,1.7320508075688772,6.379875131384134e-09,6.379875179532168e-09,17.320508075688775,1.7320508075688772
Secure,50,473.6666666666667,473.6666666666667,0.0,0.0,0.0,0.0,473.6666666666667,0.0009999715853955665,0.0009999715853955665,263.3333333333333,4810.533333333334,5.131601439446878,5.131601439446878,0.0,0.0,0.0,0.0,5.131601439446878,1.5065879708441296e-08,1.5065879708441296e-08,51.31601439446884,2.052640575778334
